customer_id,complaint_date,complaint_category,comment,severity,resolution_time_days,escalated,resolved
C00138,2024-04-13,Outage,Can you confirm my direct debit amount?,1,9,0,1
C00138,2024-07-12,Service Quality,Calling to update my billing address.,1,8,0,1
C00139,2024-08-22,Outage,"Three technicians, three no-shows. I have lost my patience entirely.",5,4,0,0
C00139,2024-10-02,Account Management,My bill has errors and I have had to call twice about the same issue.,3,13,0,1
C00140,2024-06-25,Technical,I feel like loyal customers are not being valued the way they should be.,3,3,0,1
C00140,2022-03-05,Meter Reading,The online chat bot could not help me and I had to call anyway.,3,9,0,0
C00141,2024-01-04,Account Management,Could you send me a copy of last month's bill?,1,8,0,1
C00141,2024-07-19,Technical,"Three technicians, three no-shows. I have lost my patience entirely.",5,24,1,0
C00141,2024-08-14,Service Quality,I waited longer than usual for a callback but it came eventually.,2,3,0,1
C00141,2024-02-13,Service Quality,Just checking when my next meter read is scheduled.,1,1,0,1
C00141,2022-04-03,Technical,Quick question about the new tariff letter I received.,1,6,0,1
C00142,2022-06-21,Technical,My bill has errors and I have had to call twice about the same issue.,3,11,0,0
C00142,2023-02-22,Service Quality,Response time was a bit slower than last time I called.,2,13,0,1
C00143,2022-03-06,Service Quality,The customer service agent I spoke to was not very helpful.,3,6,1,0
C00143,2022-02-19,Billing,I want a formal complaint registered. This has gone on too long.,4,17,0,0
C00144,2023-06-15,Service Quality,Can you confirm my direct debit amount?,1,5,1,1
C00145,2023-12-21,Account Management,I want to switch to paperless billing.,1,6,0,1
C00145,2024-03-21,Meter Reading,Quick question about the new tariff letter I received.,1,8,0,0
C00145,2023-06-04,Technical,The online chat bot could not help me and I had to call anyway.,3,18,1,0
C00146,2022-10-15,Billing,I have been trying to get this resolved for two weeks now.,3,2,0,1
C00146,2023-11-22,Service Quality,I waited longer than usual for a callback but it came eventually.,2,3,0,1
C00146,2023-05-14,Outage,I have been waiting over a week for someone to call me back.,3,15,0,0
C00146,2024-08-11,Meter Reading,I am contacting my lawyer. This is negligent and completely unacceptable.,5,5,0,1
C00147,2024-07-11,Service Quality,Response time was a bit slower than last time I called.,2,2,0,1
C00147,2024-12-14,Service Quality,The email confirmation for my account change took two days to arrive.,2,4,0,1
C00147,2024-09-13,Account Management,I need to change my contact phone number on the account.,1,9,0,1
C00147,2024-04-22,Technical,My meter reading submission didn't go through on the first try.,2,7,0,1
C00147,2024-07-24,Service Quality,I had trouble navigating the new online portal at first.,2,12,0,1
C00148,2024-06-12,Account Management,My meter reading submission didn't go through on the first try.,2,9,0,0
C00148,2022-11-13,Outage,My power has been out for two days and nobody has given me an update.,4,14,0,0
C00149,2024-09-18,Technical,I am considering switching providers if this is not fixed immediately.,4,10,0,1
C00149,2022-07-08,Service Quality,I need to change my contact phone number on the account.,1,3,0,1
C00150,2024-08-01,Account Management,Your company has overcharged me for months and nobody will fix it.,5,1,1,0
C00152,2022-03-14,Meter Reading,Quick question about the new tariff letter I received.,1,4,0,1
C00152,2023-01-26,Service Quality,My power has been out for two days and nobody has given me an update.,4,10,0,1
C00152,2024-06-26,Service Quality,Response time was a bit slower than last time I called.,2,2,0,0
C00152,2023-02-02,Service Quality,Response time was a bit slower than last time I called.,2,14,0,1
C00154,2023-12-07,Meter Reading,I would like to check my current balance please.,1,9,0,1
C00154,2022-10-08,Meter Reading,I want to switch to paperless billing.,1,8,0,1
C00155,2022-03-09,Technical,I was on hold for about 20 minutes which felt long.,2,5,0,1
C00155,2023-09-01,Billing,"Everything is fine, just updating my details.",1,6,0,1
C00155,2022-05-25,Account Management,I have been trying to get this resolved for two weeks now.,3,11,1,1
C00156,2024-02-03,Outage,My power has been out for two days and nobody has given me an update.,4,14,1,0
C00156,2022-06-24,Account Management,I have escalated this complaint twice and it is still not resolved.,4,7,0,0
C00156,2024-05-24,Outage,The website was slow when I tried to log in yesterday.,2,10,0,1
C00156,2024-11-02,Technical,The email confirmation for my account change took two days to arrive.,2,2,0,1
C00156,2024-11-11,Technical,The rate increase was not communicated clearly and came as a surprise.,3,5,0,1
C00157,2024-02-18,Account Management,I had trouble navigating the new online portal at first.,2,7,0,1
C00157,2023-02-07,Account Management,I waited longer than usual for a callback but it came eventually.,2,10,1,1
C00157,2023-03-11,Outage,The level of service I am receiving is completely unacceptable.,4,22,0,0
C00158,2023-08-12,Outage,My bill has errors and I have had to call twice about the same issue.,3,11,0,0
C00159,2024-01-15,Outage,I was treated rudely on my last call and I want this addressed.,4,13,1,0
C00161,2022-02-13,Outage,I am going to leave a public review warning everyone about this company.,5,8,0,1
C00161,2023-03-22,Meter Reading,"Everything is fine, just updating my details.",1,1,0,1
C00162,2024-06-25,Meter Reading,The customer service agent I spoke to was not very helpful.,3,15,0,1
C00162,2024-07-28,Service Quality,My bill was slightly higher than I expected this month.,2,13,1,1
C00163,2022-08-13,Meter Reading,Nobody in your company seems to take responsibility for anything.,4,12,0,0
C00163,2023-09-16,Billing,This is the third billing error in a row. I am losing patience.,4,21,1,0
C00163,2022-04-27,Account Management,My power has been out for two days and nobody has given me an update.,4,11,0,1
C00164,2024-07-10,Technical,I am considering switching providers if this is not fixed immediately.,4,13,0,1
C00164,2024-12-09,Billing,I was treated rudely on my last call and I want this addressed.,4,24,0,0
C00164,2024-08-23,Account Management,I was treated rudely on my last call and I want this addressed.,4,3,1,1
C00164,2022-08-13,Service Quality,The customer service agent I spoke to was not very helpful.,3,6,1,1
C00164,2022-03-23,Billing,Response time was a bit slower than last time I called.,2,7,1,1
C00165,2022-04-19,Billing,My bill was slightly higher than I expected this month.,2,14,0,0
C00165,2023-03-19,Technical,I have escalated this complaint twice and it is still not resolved.,4,17,0,1
C00165,2024-12-07,Account Management,I feel like loyal customers are not being valued the way they should be.,3,14,0,1
C00165,2024-08-11,Meter Reading,Nobody in your company seems to take responsibility for anything.,4,18,1,0
C00166,2024-09-10,Account Management,The online chat bot could not help me and I had to call anyway.,3,9,0,0
C00166,2022-12-15,Technical,The online chat bot could not help me and I had to call anyway.,3,4,0,0
C00166,2022-05-23,Service Quality,I have been trying to get this resolved for two weeks now.,3,3,0,0
C00167,2024-08-15,Outage,Response time was a bit slower than last time I called.,2,12,0,1
C00168,2024-11-18,Account Management,My meter reading submission didn't go through on the first try.,2,13,1,0
C00168,2023-10-18,Technical,I feel like loyal customers are not being valued the way they should be.,3,13,0,1
C00168,2024-05-22,Billing,Can you confirm my direct debit amount?,1,9,0,1
C00169,2024-02-18,Billing,I want a formal complaint registered. This has gone on too long.,4,11,1,0
C00169,2022-12-20,Outage,I had trouble navigating the new online portal at first.,2,3,0,1
C00170,2024-08-08,Billing,My bill has errors and I have had to call twice about the same issue.,3,3,1,1
C00170,2024-10-06,Service Quality,I waited longer than usual for a callback but it came eventually.,2,7,0,0
C00170,2024-01-25,Service Quality,I had trouble navigating the new online portal at first.,2,8,0,0
C00170,2024-04-12,Technical,Quick question about the new tariff letter I received.,1,5,0,1
C00171,2023-09-06,Outage,Nobody in your company seems to take responsibility for anything.,4,12,0,0
C00171,2024-06-23,Outage,Can you confirm my direct debit amount?,1,7,0,1
C00172,2024-07-18,Outage,The website was slow when I tried to log in yesterday.,2,9,0,1
C00172,2024-03-03,Service Quality,Quick question about the new tariff letter I received.,1,9,0,1
C00172,2024-12-16,Service Quality,This is absolutely disgraceful. I am filing a formal complaint with the regulator.,5,15,0,0
C00173,2022-02-25,Account Management,My bill was slightly higher than I expected this month.,2,1,0,1
C00173,2023-03-07,Billing,My bill has errors and I have had to call twice about the same issue.,3,5,0,1
C00173,2024-05-21,Account Management,My account was charged incorrectly and I am still waiting for a credit.,3,4,1,0
C00173,2022-11-27,Account Management,The website was slow when I tried to log in yesterday.,2,10,0,1
C00173,2024-06-05,Account Management,Could you send me a copy of last month's bill?,1,3,0,1
C00174,2024-01-09,Meter Reading,My power has been out for two days and nobody has given me an update.,4,20,1,1
C00174,2022-10-25,Meter Reading,I waited longer than usual for a callback but it came eventually.,2,5,0,1
C00174,2024-02-28,Service Quality,Could you send me a copy of last month's bill?,1,9,0,1
C00174,2022-09-09,Outage,I feel like loyal customers are not being valued the way they should be.,3,8,0,1
C00175,2024-09-09,Technical,I have been trying to get this resolved for two weeks now.,3,13,1,0
C00175,2023-01-18,Account Management,Response time was a bit slower than last time I called.,2,4,0,0
C00177,2022-09-27,Technical,The technician did not show up at the agreed time without any notice.,3,10,1,1
C00177,2024-04-14,Outage,The level of service I am receiving is completely unacceptable.,4,4,0,0
C00179,2023-11-02,Account Management,I am very unhappy with the service. My complaint from last month is still open.,4,13,1,0
C00179,2022-02-07,Technical,I was treated rudely on my last call and I want this addressed.,4,24,1,0
C00179,2022-02-06,Meter Reading,Quick question about the new tariff letter I received.,1,7,0,1
C00179,2022-03-08,Outage,The customer service agent I spoke to was not very helpful.,3,2,1,1
C00179,2023-03-14,Account Management,I want to cancel my account. I have had enough of this terrible service.,5,9,1,1
C00180,2023-10-02,Technical,I want to switch to paperless billing.,1,1,1,1
C00181,2022-10-23,Account Management,I have escalated this complaint twice and it is still not resolved.,4,2,0,0
C00181,2022-02-14,Meter Reading,This is absolutely disgraceful. I am filing a formal complaint with the regulator.,5,4,0,1
C00181,2022-09-26,Meter Reading,I would like to check my current balance please.,1,9,0,1
C00182,2024-12-11,Service Quality,Could you send me a copy of last month's bill?,1,1,0,1
C00182,2024-03-18,Technical,"There was a small discrepancy on my statement, now resolved.",2,2,0,1
C00182,2024-04-09,Billing,The email confirmation for my account change took two days to arrive.,2,10,0,1
C00183,2024-02-26,Account Management,The rate increase was not communicated clearly and came as a surprise.,3,12,1,1
C00183,2022-12-25,Meter Reading,I have been trying to get this resolved for two weeks now.,3,14,1,1
C00183,2022-04-13,Meter Reading,"There was a small discrepancy on my statement, now resolved.",2,5,1,1
C00183,2024-03-27,Meter Reading,The customer service agent I spoke to was not very helpful.,3,17,1,1
C00184,2022-02-28,Meter Reading,Response time was a bit slower than last time I called.,2,1,0,1
C00184,2024-06-20,Service Quality,This is absolutely disgraceful. I am filing a formal complaint with the regulator.,5,16,1,0
C00184,2024-09-03,Outage,Can you confirm my direct debit amount?,1,3,0,0
C00185,2022-11-22,Technical,My meter reading submission didn't go through on the first try.,2,2,0,1
C00186,2023-01-24,Meter Reading,I had trouble navigating the new online portal at first.,2,7,0,0
C00186,2022-12-19,Billing,My meter reading submission didn't go through on the first try.,2,14,0,1
C00186,2024-04-07,Service Quality,I waited longer than usual for a callback but it came eventually.,2,1,0,1
